name,url,types,abilities,hp,attack,defense,special-attack,special-defense,speed,is_legendary,generation,hidden_ability,primary_type,weight,height
pignite,https://pokeapi.co/api/v2/pokemon/499/,"fire, fighting","blaze, thick-fat",90,93,55,70,55,55,False,generation-v,thick-fat,fire,555,10
emboar,https://pokeapi.co/api/v2/pokemon/500/,"fire, fighting","blaze, reckless",110,123,65,100,65,65,False,generation-v,reckless,fire,1500,16
oshawott,https://pokeapi.co/api/v2/pokemon/501/,water,"torrent, shell-armor",55,55,45,63,45,45,False,generation-v,shell-armor,water,59,5
dewott,https://pokeapi.co/api/v2/pokemon/502/,water,"torrent, shell-armor",75,75,60,83,60,60,False,generation-v,shell-armor,water,245,8
samurott,https://pokeapi.co/api/v2/pokemon/503/,water,"torrent, shell-armor",95,100,85,108,70,70,False,generation-v,shell-armor,water,946,15
patrat,https://pokeapi.co/api/v2/pokemon/504/,normal,"run-away, keen-eye, analytic",45,55,39,35,39,42,False,generation-v,analytic,normal,116,5
watchog,https://pokeapi.co/api/v2/pokemon/505/,normal,"illuminate, keen-eye, analytic",60,85,69,60,69,77,False,generation-v,analytic,normal,270,11
lillipup,https://pokeapi.co/api/v2/pokemon/506/,normal,"vital-spirit, pickup, run-away",45,60,45,25,45,55,False,generation-v,run-away,normal,41,4
herdier,https://pokeapi.co/api/v2/pokemon/507/,normal,"intimidate, sand-rush, scrappy",65,80,65,35,65,60,False,generation-v,scrappy,normal,147,9
stoutland,https://pokeapi.co/api/v2/pokemon/508/,normal,"intimidate, sand-rush, scrappy",85,110,90,45,90,80,False,generation-v,scrappy,normal,610,12
purrloin,https://pokeapi.co/api/v2/pokemon/509/,dark,"limber, unburden, prankster",41,50,37,50,37,66,False,generation-v,prankster,dark,101,4
liepard,https://pokeapi.co/api/v2/pokemon/510/,dark,"limber, unburden, prankster",64,88,50,88,50,106,False,generation-v,prankster,dark,375,11
pansage,https://pokeapi.co/api/v2/pokemon/511/,grass,"gluttony, overgrow",50,53,48,53,48,64,False,generation-v,overgrow,grass,105,6
simisage,https://pokeapi.co/api/v2/pokemon/512/,grass,"gluttony, overgrow",75,98,63,98,63,101,False,generation-v,overgrow,grass,305,11
pansear,https://pokeapi.co/api/v2/pokemon/513/,fire,"gluttony, blaze",50,53,48,53,48,64,False,generation-v,blaze,fire,110,6
simisear,https://pokeapi.co/api/v2/pokemon/514/,fire,"gluttony, blaze",75,98,63,98,63,101,False,generation-v,blaze,fire,280,10
panpour,https://pokeapi.co/api/v2/pokemon/515/,water,"gluttony, torrent",50,53,48,53,48,64,False,generation-v,torrent,water,135,6
simipour,https://pokeapi.co/api/v2/pokemon/516/,water,"gluttony, torrent",75,98,63,98,63,101,False,generation-v,torrent,water,290,10
munna,https://pokeapi.co/api/v2/pokemon/517/,psychic,"forewarn, synchronize, telepathy",76,25,45,67,55,24,False,generation-v,telepathy,psychic,233,6
musharna,https://pokeapi.co/api/v2/pokemon/518/,psychic,"forewarn, synchronize, telepathy",116,55,85,107,95,29,False,generation-v,telepathy,psychic,605,11
pidove,https://pokeapi.co/api/v2/pokemon/519/,"normal, flying","big-pecks, super-luck, rivalry",50,55,50,36,30,43,False,generation-v,rivalry,normal,21,3
tranquill,https://pokeapi.co/api/v2/pokemon/520/,"normal, flying","big-pecks, super-luck, rivalry",62,77,62,50,42,65,False,generation-v,rivalry,normal,150,6
unfezant,https://pokeapi.co/api/v2/pokemon/521/,"normal, flying","big-pecks, super-luck, rivalry",80,115,80,65,55,93,False,generation-v,rivalry,normal,290,12
blitzle,https://pokeapi.co/api/v2/pokemon/522/,electric,"lightning-rod, motor-drive, sap-sipper",45,60,32,50,32,76,False,generation-v,sap-sipper,electric,298,8
zebstrika,https://pokeapi.co/api/v2/pokemon/523/,electric,"lightning-rod, motor-drive, sap-sipper",75,100,63,80,63,116,False,generation-v,sap-sipper,electric,795,16
roggenrola,https://pokeapi.co/api/v2/pokemon/524/,rock,"sturdy, weak-armor, sand-force",55,75,85,25,25,15,False,generation-v,sand-force,rock,180,4
boldore,https://pokeapi.co/api/v2/pokemon/525/,rock,"sturdy, weak-armor, sand-force",70,105,105,50,40,20,False,generation-v,sand-force,rock,1020,9
gigalith,https://pokeapi.co/api/v2/pokemon/526/,rock,"sturdy, sand-stream, sand-force",85,135,130,60,80,25,False,generation-v,sand-force,rock,2600,17
woobat,https://pokeapi.co/api/v2/pokemon/527/,"psychic, flying","unaware, klutz, simple",65,45,43,55,43,72,False,generation-v,simple,psychic,21,4
swoobat,https://pokeapi.co/api/v2/pokemon/528/,"psychic, flying","unaware, klutz, simple",67,57,55,77,55,114,False,generation-v,simple,psychic,105,9
drilbur,https://pokeapi.co/api/v2/pokemon/529/,ground,"sand-rush, sand-force, mold-breaker",60,85,40,30,45,68,False,generation-v,mold-breaker,ground,85,3
excadrill,https://pokeapi.co/api/v2/pokemon/530/,"ground, steel","sand-rush, sand-force, mold-breaker",110,135,60,50,65,88,False,generation-v,mold-breaker,ground,404,7
audino,https://pokeapi.co/api/v2/pokemon/531/,normal,"healer, regenerator, klutz",103,60,86,60,86,50,False,generation-v,klutz,normal,310,11
timburr,https://pokeapi.co/api/v2/pokemon/532/,fighting,"guts, sheer-force, iron-fist",75,80,55,25,35,35,False,generation-v,iron-fist,fighting,125,6
gurdurr,https://pokeapi.co/api/v2/pokemon/533/,fighting,"guts, sheer-force, iron-fist",85,105,85,40,50,40,False,generation-v,iron-fist,fighting,400,12
conkeldurr,https://pokeapi.co/api/v2/pokemon/534/,fighting,"guts, sheer-force, iron-fist",105,140,95,55,65,45,False,generation-v,iron-fist,fighting,870,14
tympole,https://pokeapi.co/api/v2/pokemon/535/,water,"swift-swim, hydration, water-absorb",50,50,40,50,40,64,False,generation-v,water-absorb,water,45,5
palpitoad,https://pokeapi.co/api/v2/pokemon/536/,"water, ground","swift-swim, hydration, water-absorb",75,65,55,65,55,69,False,generation-v,water-absorb,water,170,8
seismitoad,https://pokeapi.co/api/v2/pokemon/537/,"water, ground","swift-swim, poison-touch, water-absorb",105,95,75,85,75,74,False,generation-v,water-absorb,water,620,15
throh,https://pokeapi.co/api/v2/pokemon/538/,fighting,"guts, inner-focus, mold-breaker",120,100,85,30,85,45,False,generation-v,mold-breaker,fighting,555,13
sawk,https://pokeapi.co/api/v2/pokemon/539/,fighting,"sturdy, inner-focus, mold-breaker",75,125,75,30,75,85,False,generation-v,mold-breaker,fighting,510,14
sewaddle,https://pokeapi.co/api/v2/pokemon/540/,"bug, grass","swarm, chlorophyll, overcoat",45,53,70,40,60,42,False,generation-v,overcoat,bug,25,3
swadloon,https://pokeapi.co/api/v2/pokemon/541/,"bug, grass","leaf-guard, chlorophyll, overcoat",55,63,90,50,80,42,False,generation-v,overcoat,bug,73,5
leavanny,https://pokeapi.co/api/v2/pokemon/542/,"bug, grass","swarm, chlorophyll, overcoat",75,103,80,70,80,92,False,generation-v,overcoat,bug,205,12
venipede,https://pokeapi.co/api/v2/pokemon/543/,"bug, poison","poison-point, swarm, speed-boost",30,45,59,30,39,57,False,generation-v,speed-boost,bug,53,4
whirlipede,https://pokeapi.co/api/v2/pokemon/544/,"bug, poison","poison-point, swarm, speed-boost",40,55,99,40,79,47,False,generation-v,speed-boost,bug,585,12
scolipede,https://pokeapi.co/api/v2/pokemon/545/,"bug, poison","poison-point, swarm, speed-boost",60,100,89,55,69,112,False,generation-v,speed-boost,bug,2005,25
cottonee,https://pokeapi.co/api/v2/pokemon/546/,"grass, fairy","prankster, infiltrator, chlorophyll",40,27,60,37,50,66,False,generation-v,chlorophyll,grass,6,3
whimsicott,https://pokeapi.co/api/v2/pokemon/547/,"grass, fairy","prankster, infiltrator, chlorophyll",60,67,85,77,75,116,False,generation-v,chlorophyll,grass,66,7
petilil,https://pokeapi.co/api/v2/pokemon/548/,grass,"chlorophyll, own-tempo, leaf-guard",45,35,50,70,50,30,False,generation-v,leaf-guard,grass,66,5
lilligant,https://pokeapi.co/api/v2/pokemon/549/,grass,"chlorophyll, own-tempo, leaf-guard",70,60,75,110,75,90,False,generation-v,leaf-guard,grass,163,11
basculin-red-striped,https://pokeapi.co/api/v2/pokemon/550/,water,"reckless, adaptability, mold-breaker",70,92,65,80,55,98,False,generation-v,mold-breaker,water,180,10
sandile,https://pokeapi.co/api/v2/pokemon/551/,"ground, dark","intimidate, moxie, anger-point",50,72,35,35,35,65,False,generation-v,anger-point,ground,152,7
krokorok,https://pokeapi.co/api/v2/pokemon/552/,"ground, dark","intimidate, moxie, anger-point",60,82,45,45,45,74,False,generation-v,anger-point,ground,334,10
krookodile,https://pokeapi.co/api/v2/pokemon/553/,"ground, dark","intimidate, moxie, anger-point",95,117,80,65,70,92,False,generation-v,anger-point,ground,963,15
darumaka,https://pokeapi.co/api/v2/pokemon/554/,fire,"hustle, inner-focus",70,90,45,15,45,50,False,generation-v,inner-focus,fire,375,6
darmanitan-standard,https://pokeapi.co/api/v2/pokemon/555/,fire,"sheer-force, zen-mode",105,140,55,30,55,95,False,generation-v,zen-mode,fire,929,13
maractus,https://pokeapi.co/api/v2/pokemon/556/,grass,"water-absorb, chlorophyll, storm-drain",75,86,67,106,67,60,False,generation-v,storm-drain,grass,280,10
dwebble,https://pokeapi.co/api/v2/pokemon/557/,"bug, rock","sturdy, shell-armor, weak-armor",50,65,85,35,35,55,False,generation-v,weak-armor,bug,145,3
crustle,https://pokeapi.co/api/v2/pokemon/558/,"bug, rock","sturdy, shell-armor, weak-armor",70,105,125,65,75,45,False,generation-v,weak-armor,bug,2000,14
scraggy,https://pokeapi.co/api/v2/pokemon/559/,"dark, fighting","shed-skin, moxie, intimidate",50,75,70,35,70,48,False,generation-v,intimidate,dark,118,6
scrafty,https://pokeapi.co/api/v2/pokemon/560/,"dark, fighting","shed-skin, moxie, intimidate",65,90,115,45,115,58,False,generation-v,intimidate,dark,300,11
sigilyph,https://pokeapi.co/api/v2/pokemon/561/,"psychic, flying","wonder-skin, magic-guard, tinted-lens",72,58,80,103,80,97,False,generation-v,tinted-lens,psychic,140,14
yamask,https://pokeapi.co/api/v2/pokemon/562/,ghost,mummy,38,30,85,55,65,30,False,generation-v,,ghost,15,5
cofagrigus,https://pokeapi.co/api/v2/pokemon/563/,ghost,mummy,58,50,145,95,105,30,False,generation-v,,ghost,765,17
tirtouga,https://pokeapi.co/api/v2/pokemon/564/,"water, rock","solid-rock, sturdy, swift-swim",54,78,103,53,45,22,False,generation-v,swift-swim,water,165,7
carracosta,https://pokeapi.co/api/v2/pokemon/565/,"water, rock","solid-rock, sturdy, swift-swim",74,108,133,83,65,32,False,generation-v,swift-swim,water,810,12
archen,https://pokeapi.co/api/v2/pokemon/566/,"rock, flying",defeatist,55,112,45,74,45,70,False,generation-v,,rock,95,5
archeops,https://pokeapi.co/api/v2/pokemon/567/,"rock, flying",defeatist,75,140,65,112,65,110,False,generation-v,,rock,320,14
trubbish,https://pokeapi.co/api/v2/pokemon/568/,poison,"stench, sticky-hold, aftermath",50,50,62,40,62,65,False,generation-v,aftermath,poison,310,6
garbodor,https://pokeapi.co/api/v2/pokemon/569/,poison,"stench, weak-armor, aftermath",80,95,82,60,82,75,False,generation-v,aftermath,poison,1073,19
zorua,https://pokeapi.co/api/v2/pokemon/570/,dark,illusion,40,65,40,80,40,65,False,generation-v,,dark,125,7
zoroark,https://pokeapi.co/api/v2/pokemon/571/,dark,illusion,60,105,60,120,60,105,False,generation-v,,dark,811,16
minccino,https://pokeapi.co/api/v2/pokemon/572/,normal,"cute-charm, technician, skill-link",55,50,40,40,40,75,False,generation-v,skill-link,normal,58,4
cinccino,https://pokeapi.co/api/v2/pokemon/573/,normal,"cute-charm, technician, skill-link",75,95,60,65,60,115,False,generation-v,skill-link,normal,75,5
gothita,https://pokeapi.co/api/v2/pokemon/574/,psychic,"frisk, competitive, shadow-tag",45,30,50,55,65,45,False,generation-v,shadow-tag,psychic,58,4
gothorita,https://pokeapi.co/api/v2/pokemon/575/,psychic,"frisk, competitive, shadow-tag",60,45,70,75,85,55,False,generation-v,shadow-tag,psychic,180,7
gothitelle,https://pokeapi.co/api/v2/pokemon/576/,psychic,"frisk, competitive, shadow-tag",70,55,95,95,110,65,False,generation-v,shadow-tag,psychic,440,15
solosis,https://pokeapi.co/api/v2/pokemon/577/,psychic,"overcoat, magic-guard, regenerator",45,30,40,105,50,20,False,generation-v,regenerator,psychic,10,3
duosion,https://pokeapi.co/api/v2/pokemon/578/,psychic,"overcoat, magic-guard, regenerator",65,40,50,125,60,30,False,generation-v,regenerator,psychic,80,6
reuniclus,https://pokeapi.co/api/v2/pokemon/579/,psychic,"overcoat, magic-guard, regenerator",110,65,75,125,85,30,False,generation-v,regenerator,psychic,201,10
ducklett,https://pokeapi.co/api/v2/pokemon/580/,"water, flying","keen-eye, big-pecks, hydration",62,44,50,44,50,55,False,generation-v,hydration,water,55,5
swanna,https://pokeapi.co/api/v2/pokemon/581/,"water, flying","keen-eye, big-pecks, hydration",75,87,63,87,63,98,False,generation-v,hydration,water,242,13
vanillite,https://pokeapi.co/api/v2/pokemon/582/,ice,"ice-body, snow-cloak, weak-armor",36,50,50,65,60,44,False,generation-v,weak-armor,ice,57,4
vanillish,https://pokeapi.co/api/v2/pokemon/583/,ice,"ice-body, snow-cloak, weak-armor",51,65,65,80,75,59,False,generation-v,weak-armor,ice,410,11
vanilluxe,https://pokeapi.co/api/v2/pokemon/584/,ice,"ice-body, snow-warning, weak-armor",71,95,85,110,95,79,False,generation-v,weak-armor,ice,575,13
deerling,https://pokeapi.co/api/v2/pokemon/585/,"normal, grass","chlorophyll, sap-sipper, serene-grace",60,60,50,40,50,75,False,generation-v,serene-grace,normal,195,6
sawsbuck,https://pokeapi.co/api/v2/pokemon/586/,"normal, grass","chlorophyll, sap-sipper, serene-grace",80,100,70,60,70,95,False,generation-v,serene-grace,normal,925,19
emolga,https://pokeapi.co/api/v2/pokemon/587/,"electric, flying","static, motor-drive",55,75,60,75,60,103,False,generation-v,motor-drive,electric,50,4
karrablast,https://pokeapi.co/api/v2/pokemon/588/,bug,"swarm, shed-skin, no-guard",50,75,45,40,45,60,False,generation-v,no-guard,bug,59,5
escavalier,https://pokeapi.co/api/v2/pokemon/589/,"bug, steel","swarm, shell-armor, overcoat",70,135,105,60,105,20,False,generation-v,overcoat,bug,330,10
foongus,https://pokeapi.co/api/v2/pokemon/590/,"grass, poison","effect-spore, regenerator",69,55,45,55,55,15,False,generation-v,regenerator,grass,10,2
amoonguss,https://pokeapi.co/api/v2/pokemon/591/,"grass, poison","effect-spore, regenerator",114,85,70,85,80,30,False,generation-v,regenerator,grass,105,6
frillish,https://pokeapi.co/api/v2/pokemon/592/,"water, ghost","water-absorb, cursed-body, damp",55,40,50,65,85,40,False,generation-v,damp,water,330,12
jellicent,https://pokeapi.co/api/v2/pokemon/593/,"water, ghost","water-absorb, cursed-body, damp",100,60,70,85,105,60,False,generation-v,damp,water,1350,22
alomomola,https://pokeapi.co/api/v2/pokemon/594/,water,"healer, hydration, regenerator",165,75,80,40,45,65,False,generation-v,regenerator,water,316,12
joltik,https://pokeapi.co/api/v2/pokemon/595/,"bug, electric","compound-eyes, unnerve, swarm",50,47,50,57,50,65,False,generation-v,swarm,bug,6,1
galvantula,https://pokeapi.co/api/v2/pokemon/596/,"bug, electric","compound-eyes, unnerve, swarm",70,77,60,97,60,108,False,generation-v,swarm,bug,143,8
ferroseed,https://pokeapi.co/api/v2/pokemon/597/,"grass, steel",iron-barbs,44,50,91,24,86,10,False,generation-v,,grass,188,6
ferrothorn,https://pokeapi.co/api/v2/pokemon/598/,"grass, steel","iron-barbs, anticipation",74,94,131,54,116,20,False,generation-v,anticipation,grass,1100,10
klink,https://pokeapi.co/api/v2/pokemon/599/,steel,"plus, minus, clear-body",40,55,70,45,60,30,False,generation-v,clear-body,steel,210,3
klang,https://pokeapi.co/api/v2/pokemon/600/,steel,"plus, minus, clear-body",60,80,95,70,85,50,False,generation-v,clear-body,steel,510,6
klinklang,https://pokeapi.co/api/v2/pokemon/601/,steel,"plus, minus, clear-body",60,100,115,70,85,90,False,generation-v,clear-body,steel,810,6
tynamo,https://pokeapi.co/api/v2/pokemon/602/,electric,levitate,35,55,40,45,40,60,False,generation-v,,electric,3,2
eelektrik,https://pokeapi.co/api/v2/pokemon/603/,electric,levitate,65,85,70,75,70,40,False,generation-v,,electric,220,12
eelektross,https://pokeapi.co/api/v2/pokemon/604/,electric,levitate,85,115,80,105,80,50,False,generation-v,,electric,805,21
elgyem,https://pokeapi.co/api/v2/pokemon/605/,psychic,"telepathy, synchronize, analytic",55,55,55,85,55,30,False,generation-v,analytic,psychic,90,5
beheeyem,https://pokeapi.co/api/v2/pokemon/606/,psychic,"telepathy, synchronize, analytic",75,75,75,125,95,40,False,generation-v,analytic,psychic,345,10
litwick,https://pokeapi.co/api/v2/pokemon/607/,"ghost, fire","flash-fire, flame-body, infiltrator",50,30,55,65,55,20,False,generation-v,infiltrator,ghost,31,3
lampent,https://pokeapi.co/api/v2/pokemon/608/,"ghost, fire","flash-fire, flame-body, infiltrator",60,40,60,95,60,55,False,generation-v,infiltrator,ghost,130,6
chandelure,https://pokeapi.co/api/v2/pokemon/609/,"ghost, fire","flash-fire, flame-body, infiltrator",60,55,90,145,90,80,False,generation-v,infiltrator,ghost,343,10
axew,https://pokeapi.co/api/v2/pokemon/610/,dragon,"rivalry, mold-breaker, unnerve",46,87,60,30,40,57,False,generation-v,unnerve,dragon,180,6
fraxure,https://pokeapi.co/api/v2/pokemon/611/,dragon,"rivalry, mold-breaker, unnerve",66,117,70,40,50,67,False,generation-v,unnerve,dragon,360,10
haxorus,https://pokeapi.co/api/v2/pokemon/612/,dragon,"rivalry, mold-breaker, unnerve",76,147,90,60,70,97,False,generation-v,unnerve,dragon,1055,18
cubchoo,https://pokeapi.co/api/v2/pokemon/613/,ice,"snow-cloak, slush-rush, rattled",55,70,40,60,40,40,False,generation-v,rattled,ice,85,5
beartic,https://pokeapi.co/api/v2/pokemon/614/,ice,"snow-cloak, slush-rush, swift-swim",95,130,80,70,80,50,False,generation-v,swift-swim,ice,2600,26
cryogonal,https://pokeapi.co/api/v2/pokemon/615/,ice,levitate,80,50,50,95,135,105,False,generation-v,,ice,1480,11
shelmet,https://pokeapi.co/api/v2/pokemon/616/,bug,"hydration, shell-armor, overcoat",50,40,85,40,65,25,False,generation-v,overcoat,bug,77,4
accelgor,https://pokeapi.co/api/v2/pokemon/617/,bug,"hydration, sticky-hold, unburden",80,70,40,100,60,145,False,generation-v,unburden,bug,253,8
stunfisk,https://pokeapi.co/api/v2/pokemon/618/,"ground, electric","static, limber, sand-veil",109,66,84,81,99,32,False,generation-v,sand-veil,ground,110,7
mienfoo,https://pokeapi.co/api/v2/pokemon/619/,fighting,"inner-focus, regenerator, reckless",45,85,50,55,50,65,False,generation-v,reckless,fighting,200,9
mienshao,https://pokeapi.co/api/v2/pokemon/620/,fighting,"inner-focus, regenerator, reckless",65,125,60,95,60,105,False,generation-v,reckless,fighting,355,14
druddigon,https://pokeapi.co/api/v2/pokemon/621/,dragon,"rough-skin, sheer-force, mold-breaker",77,120,90,60,90,48,False,generation-v,mold-breaker,dragon,1390,16
golett,https://pokeapi.co/api/v2/pokemon/622/,"ground, ghost","iron-fist, klutz, no-guard",59,74,50,35,50,35,False,generation-v,no-guard,ground,920,10
golurk,https://pokeapi.co/api/v2/pokemon/623/,"ground, ghost","iron-fist, klutz, no-guard",89,124,80,55,80,55,False,generation-v,no-guard,ground,3300,28
pawniard,https://pokeapi.co/api/v2/pokemon/624/,"dark, steel","defiant, inner-focus, pressure",45,85,70,40,40,60,False,generation-v,pressure,dark,102,5
