mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
0.73,"8 km NW of The Geysers, CA",1699478077780,1699479194478,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960151,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960151&format=geojson,,,,,automatic,0,8,nc,73960151,",nc73960151,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.01059,0.01,70.0,md,earthquake,"M 0.7 - 8 km NW of The Geysers, CA"
2.2,"39 km WSW of Mentone, Texas",1699478006666,1699537285978,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vxvn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vxvn&format=geojson,,,,,reviewed,0,74,tx,2023vxvn,",tx2023vxvn,",",tx,",",origin,phase-data,",15.0,0.0,0.1,50.0,ml(texnet),earthquake,"M 2.2 - 39 km WSW of Mentone, Texas"
1.8,"40 km W of Mentone, Texas",1699477502793,1699479283950,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vxvf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vxvf&format=geojson,,,,,automatic,0,50,tx,2023vxvf,",tx2023vxvf,",",tx,",",origin,phase-data,",15.0,0.0,0.2,50.0,ml(texnet),earthquake,"M 1.8 - 40 km W of Mentone, Texas"
1.5,"51 km S of Whites City, New Mexico",1699477394574,1699480179782,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vxvd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vxvd&format=geojson,,,,,automatic,0,35,tx,2023vxvd,",tx2023vxvd,",",tx,",",origin,phase-data,",7.0,0.0,1.0,137.0,mlv,earthquake,"M 1.5 - 51 km S of Whites City, New Mexico"
1.97,"11 km ENE of Borrego Springs, CA",1699477059310,1699490515130,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39710466,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39710466&format=geojson,,,,,reviewed,0,60,ci,39710466,",ci39710466,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",75.0,0.1019,0.21,25.0,ml,earthquake,"M 2.0 - 11 km ENE of Borrego Springs, CA"
1.8,western Texas,1699477005522,1699478302630,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vxux,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vxux&format=geojson,,,,,automatic,0,50,tx,2023vxux,",tx2023vxux,",",tx,",",origin,phase-data,",19.0,0.0,0.4,43.0,ml(texnet),earthquake,M 1.8 - western Texas
1.5,western Texas,1699476657721,1699478295537,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vxut,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vxut&format=geojson,,,,,automatic,0,35,tx,2023vxut,",tx2023vxut,",",tx,",",origin,phase-data,",18.0,0.0,0.6,41.0,ml(texnet),earthquake,M 1.5 - western Texas
1.22,"3 km SE of Home Gardens, CA",1699476367290,1699482798541,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39710450,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39710450&format=geojson,1.0,0.0,,,reviewed,0,23,ci,39710450,",ci39710450,",",ci,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",55.0,0.05302,0.25,41.0,ml,quarry blast,"M 1.2 Quarry Blast - 3 km SE of Home Gardens, CA"
0.5,California-Nevada border region,1699476348164,1699577633144,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00868614,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00868614&format=geojson,,,,,reviewed,0,4,nn,00868614,",nn00868614,",",nn,",",origin,phase-data,",22.0,0.055,0.0853,108.69,ml,earthquake,M 0.5 - California-Nevada border region
2.1,"15 km W of Womens Bay, Alaska",1699476326541,1699476463940,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023ecbunfy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023ecbunfy&format=geojson,,,,,automatic,0,68,ak,023ecbunfy,",ak023ecbunfy,",",ak,",",origin,phase-data,",,,0.4,,ml,earthquake,"M 2.1 - 15 km W of Womens Bay, Alaska"
2.2,"58 km SW of Karluk, Alaska",1699476170823,1699476317467,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023ecbu262,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023ecbu262&format=geojson,,,,,automatic,0,74,ak,023ecbu262,",ak023ecbu262,",",ak,",",origin,phase-data,",,,0.72,,ml,earthquake,"M 2.2 - 58 km SW of Karluk, Alaska"
-0.29,"69 km ENE of Pedro Bay, Alaska",1699475823880,1699571485890,,https://earthquake.usgs.gov/earthquakes/eventpage/av92111751,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92111751&format=geojson,,,,,reviewed,0,0,av,92111751,",av92111751,",",av,",",origin,phase-data,",5.0,,0.28,291.0,ml,earthquake,"M -0.3 - 69 km ENE of Pedro Bay, Alaska"
2.4,Central Alaska,1699475539704,1699475680842,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023ecbrulu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023ecbrulu&format=geojson,,,,,automatic,0,89,ak,023ecbrulu,",ak023ecbrulu,",",ak,",",origin,phase-data,",,,0.58,,ml,earthquake,M 2.4 - Central Alaska
0.09,"37 km NNE of Amboy, Washington",1699475043290,1699487167480,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61971341,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61971341&format=geojson,,,,,reviewed,0,0,uw,61971341,",uw61971341,",",uw,",",origin,phase-data,",13.0,0.001518,0.22,55.0,ml,earthquake,"M 0.1 - 37 km NNE of Amboy, Washington"
0.11,"36 km NNE of Amboy, Washington",1699474168770,1699486413360,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61971331,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61971331&format=geojson,,,,,reviewed,0,0,uw,61971331,",uw61971331,",",uw,",",origin,phase-data,",11.0,0.01291,0.3,109.0,ml,earthquake,"M 0.1 - 36 km NNE of Amboy, Washington"
1.79999995,"4 km SSW of Pāhala, Hawaii",1699473165090,1699473355830,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73641817,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73641817&format=geojson,,,,,automatic,0,50,hv,73641817,",hv73641817,",",hv,",",origin,phase-data,",27.0,,0.0900000036,209.0,md,earthquake,"M 1.8 - 4 km SSW of Pāhala, Hawaii"
0.1,California-Nevada border region,1699473058998,1699496764930,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00868635,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00868635&format=geojson,,,,,reviewed,0,0,nn,00868635,",nn00868635,",",nn,",",origin,phase-data,",16.0,0.056,0.118,110.95,ml,earthquake,M 0.1 - California-Nevada border region
2.0,"28 km E of Skwentna, Alaska",1699472705907,1699472841629,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023ecb968u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023ecb968u&format=geojson,,,,,automatic,0,62,ak,023ecb968u,",ak023ecb968u,",",ak,",",origin,phase-data,",,,0.31,,ml,earthquake,"M 2.0 - 28 km E of Skwentna, Alaska"
0.98,"5 km ENE of Coalinga, CA",1699472461040,1699475413148,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960136,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960136&format=geojson,,,,,automatic,0,15,nc,73960136,",nc73960136,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.1449,0.02,190.0,md,earthquake,"M 1.0 - 5 km ENE of Coalinga, CA"
1.16,"4 km NW of Cobb, CA",1699472279460,1699487053232,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960131,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960131&format=geojson,,,,,automatic,0,21,nc,73960131,",nc73960131,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.01223,0.03,193.0,md,earthquake,"M 1.2 - 4 km NW of Cobb, CA"
1.8,"40 km W of Mentone, Texas",1699472011250,1699473500324,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vxse,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vxse&format=geojson,,,,,automatic,0,50,tx,2023vxse,",tx2023vxse,",",tx,",",origin,phase-data,",20.0,0.0,0.4,47.0,ml(texnet),earthquake,"M 1.8 - 40 km W of Mentone, Texas"
2.0,"61 km S of Whites City, New Mexico",1699471106801,1699650447355,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vxrs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vxrs&format=geojson,,,,,reviewed,0,62,tx,2023vxrs,",tx2023vxrs,",",tx,",",origin,phase-data,",22.0,0.0,0.2,70.0,ml(texnet),earthquake,"M 2.0 - 61 km S of Whites City, New Mexico"
0.9400000000000001,"8 km NNW of Stevenson, Washington",1699470915160,1699563001200,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61971281,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61971281&format=geojson,,,,,reviewed,0,14,uw,61971281,",uw61971281,",",uw,",",origin,phase-data,",19.0,0.09876,0.23,133.0,ml,explosion,"M 0.9 Explosion - 8 km NNW of Stevenson, Washington"
1.56,"3 km NE of The Geysers, CA",1699470623950,1699484474981,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960126,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960126&format=geojson,,,,,automatic,0,37,nc,73960126,",nc73960126,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.01246,0.03,98.0,md,earthquake,"M 1.6 - 3 km NE of The Geysers, CA"
1.08,"3 km NE of The Geysers, CA",1699470610690,1699472713895,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960121,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960121&format=geojson,,,,,automatic,0,18,nc,73960121,",nc73960121,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.01288,0.02,99.0,md,earthquake,"M 1.1 - 3 km NE of The Geysers, CA"
1.9,"38 km WSW of Mentone, Texas",1699470534832,1699471481707,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vxrj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vxrj&format=geojson,,,,,automatic,0,56,tx,2023vxrj,",tx2023vxrj,",",tx,",",origin,phase-data,",21.0,0.0,0.3,50.0,ml(texnet),earthquake,"M 1.9 - 38 km WSW of Mentone, Texas"
1.8,"9 km NE of Shasta Lake, CA",1699470413830,1699571268717,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960111,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960111&format=geojson,,,,,reviewed,0,50,nc,73960111,",nc73960111,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.14,0.07,69.0,md,quarry blast,"M 1.8 Quarry Blast - 9 km NE of Shasta Lake, CA"
2.4,"70 km W of Nanwalek, Alaska",1699470219606,1699470392871,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023ecb08rs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023ecb08rs&format=geojson,,,,,automatic,0,89,ak,023ecb08rs,",ak023ecb08rs,",",ak,",",origin,phase-data,",,,0.73,,ml,earthquake,"M 2.4 - 70 km W of Nanwalek, Alaska"
0.77,"6 km WNW of Cobb, CA",1699469302960,1699470853715,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73960096,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73960096&format=geojson,,,,,automatic,0,9,nc,73960096,",nc73960096,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.005071,0.01,72.0,md,earthquake,"M 0.8 - 6 km WNW of Cobb, CA"
2.4,"47 km WSW of Anchor Point, Alaska",1699469276379,1699469454902,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023ecao9yt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023ecao9yt&format=geojson,,,,,automatic,0,89,ak,023ecao9yt,",ak023ecao9yt,",",ak,",",origin,phase-data,",,,0.86,,ml,earthquake,"M 2.4 - 47 km WSW of Anchor Point, Alaska"
0.82,"15 km N of Warner Springs, CA",1699468670790,1699473327124,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39710402,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39710402&format=geojson,,,,,reviewed,0,10,ci,39710402,",ci39710402,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",31.0,0.08811,0.15,87.0,ml,earthquake,"M 0.8 - 15 km N of Warner Springs, CA"
1.9,"39 km W of Mentone, Texas",1699468626083,1699470921482,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vxqh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vxqh&format=geojson,,,,,automatic,0,56,tx,2023vxqh,",tx2023vxqh,",",tx,",",origin,phase-data,",16.0,0.0,0.3,45.0,ml(texnet),earthquake,"M 1.9 - 39 km W of Mentone, Texas"
0.84,"7 km SW of Morton, Washington",1699468439000,1699484357280,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61971266,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61971266&format=geojson,,,,,reviewed,0,11,uw,61971266,",uw61971266,",",uw,",",origin,phase-data,",11.0,0.1898,0.14,256.0,ml,earthquake,"M 0.8 - 7 km SW of Morton, Washington"
2.4,"40 km W of Mentone, Texas",1699468165641,1699506715268,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vxqa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vxqa&format=geojson,6.0,3.8,,,reviewed,0,91,tx,2023vxqa,",tx2023vxqa,",",tx,",",dyfi,origin,phase-data,",19.0,0.0,0.2,47.0,ml(texnet),earthquake,"M 2.4 - 40 km W of Mentone, Texas"
2.1,"1 km WNW of Point Possession, Alaska",1699468152567,1699468278477,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023ecakbp4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023ecakbp4&format=geojson,,,,,automatic,0,68,ak,023ecakbp4,",ak023ecakbp4,",",ak,",",origin,phase-data,",,,0.77,,ml,earthquake,"M 2.1 - 1 km WNW of Point Possession, Alaska"
4.6,"298 km WSW of Tual, Indonesia",1699467981946,1699471139040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l9p4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l9p4&format=geojson,,,,,reviewed,0,326,us,7000l9p4,",us7000l9p4,",",us,",",origin,phase-data,",44.0,1.737,0.93,56.0,mb,earthquake,"M 4.6 - 298 km WSW of Tual, Indonesia"
2.0,"40 km W of Mentone, Texas",1699467671508,1699470264466,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vxpu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vxpu&format=geojson,,,,,reviewed,0,62,tx,2023vxpu,",tx2023vxpu,",",tx,",",origin,phase-data,",33.0,0.0,0.2,37.0,ml(texnet),earthquake,"M 2.0 - 40 km W of Mentone, Texas"
0.86,"9 km E of Springdale, Utah",1699467620970,1699469029090,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60553857,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60553857&format=geojson,,,,,reviewed,0,11,uu,60553857,",uu60553857,",",uu,",",origin,phase-data,",6.0,0.1825,0.11,167.0,md,earthquake,"M 0.9 - 9 km E of Springdale, Utah"
1.9,"37 km WSW of Mentone, Texas",1699467600466,1699534956449,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vxpt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vxpt&format=geojson,,,,,reviewed,0,56,tx,2023vxpt,",tx2023vxpt,",",tx,",",origin,phase-data,",22.0,0.0,0.1,47.0,ml(texnet),earthquake,"M 1.9 - 37 km WSW of Mentone, Texas"
1.61,Washington,1699467325410,1699486036250,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61971251,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61971251&format=geojson,,,,,reviewed,0,40,uw,61971251,",uw61971251,",",uw,",",origin,phase-data,",50.0,0.04012,0.14,69.0,ml,earthquake,M 1.6 - Washington
0.46,"6 km NW of The Geysers, CA",1699467199360,1699567209818,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73957865,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73957865&format=geojson,,,,,reviewed,0,3,nc,73957865,",nc73957865,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.005973,0.02,74.0,md,earthquake,"M 0.5 - 6 km NW of The Geysers, CA"
2.5,western Texas,1699466411777,1699502416780,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vxpc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vxpc&format=geojson,4.0,2.7,,,reviewed,0,97,tx,2023vxpc,",tx2023vxpc,",",tx,",",dyfi,origin,phase-data,",28.0,0.0,0.1,41.0,ml(texnet),earthquake,M 2.5 - western Texas
1.9,"39 km W of Mentone, Texas",1699466006907,1699470991678,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vxow,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vxow&format=geojson,1.0,3.4,,,reviewed,0,56,tx,2023vxow,",tx2023vxow,",",tx,",",dyfi,origin,phase-data,",26.0,0.0,0.1,39.0,ml(texnet),earthquake,"M 1.9 - 39 km W of Mentone, Texas"
2.18,"13 km E of Little Lake, CA",1699465504340,1699472703990,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39710386,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39710386&format=geojson,,,,,reviewed,0,73,ci,39710386,",ci39710386,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",37.0,0.04765,0.15,51.0,ml,earthquake,"M 2.2 - 13 km E of Little Lake, CA"
1.8,western Texas,1699465414945,1699467106643,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vxoo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vxoo&format=geojson,,,,,automatic,0,50,tx,2023vxoo,",tx2023vxoo,",",tx,",",origin,phase-data,",17.0,0.1,0.3,151.0,ml(texnet),earthquake,M 1.8 - western Texas
4.8,Banda Sea,1699465208346,1699466286040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l9ns,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l9ns&format=geojson,,,,,reviewed,0,354,us,7000l9ns,",us7000l9ns,",",us,",",origin,phase-data,",57.0,1.045,0.86,65.0,mb,earthquake,M 4.8 - Banda Sea
1.5,"57 km S of Whites City, New Mexico",1699464401991,1699467100695,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vxnz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vxnz&format=geojson,,,,,automatic,0,35,tx,2023vxnz,",tx2023vxnz,",",tx,",",origin,phase-data,",17.0,0.0,0.3,67.0,ml(texnet),earthquake,"M 1.5 - 57 km S of Whites City, New Mexico"
1.45,Washington,1699464313990,1699481863650,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61971216,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61971216&format=geojson,,,,,reviewed,0,32,uw,61971216,",uw61971216,",",uw,",",origin,phase-data,",35.0,0.1435,0.16,103.0,ml,earthquake,M 1.5 - Washington
5.3,"277 km SSE of Amahai, Indonesia",1699464302992,1699465353040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l9nq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l9nq&format=geojson,,,,,reviewed,0,432,us,7000l9nq,",usauto7000l9nq,us7000l9nq,",",usauto,us,",",internal-moment-tensor,moment-tensor,origin,phase-data,",76.0,1.006,0.55,49.0,mww,earthquake,"M 5.3 - 277 km SSE of Amahai, Indonesia"
2.56,"22 km WNW of Petrolia, CA",1699464151540,1699674022812,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73957850,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73957850&format=geojson,0.0,1.0,,,reviewed,0,101,nc,73957850,",nc73957850,",",nc,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",24.0,0.1344,0.14,259.0,md,earthquake,"M 2.6 - 22 km WNW of Petrolia, CA"
4.5,"295 km W of Tual, Indonesia",1699463991912,1699465410040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l9nn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l9nn&format=geojson,,,,,reviewed,0,312,us,7000l9nn,",us7000l9nn,",",us,",",origin,phase-data,",32.0,1.632,0.8,99.0,mb,earthquake,"M 4.5 - 295 km W of Tual, Indonesia"
1.6,"10 km NNE of Brooktrails, CA",1699463242610,1699527129975,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73957845,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73957845&format=geojson,,,,,reviewed,0,39,nc,73957845,",nc73957845,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.05212,0.08,64.0,md,earthquake,"M 1.6 - 10 km NNE of Brooktrails, CA"
1.7,"37 km W of Mentone, Texas",1699462511567,1699465249143,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vxmy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vxmy&format=geojson,,,,,automatic,0,44,tx,2023vxmy,",tx2023vxmy,",",tx,",",origin,phase-data,",14.0,0.0,1.0,53.0,ml(texnet),earthquake,"M 1.7 - 37 km W of Mentone, Texas"
-0.18,"37 km NNE of Amboy, Washington",1699462225790,1699484060580,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61971201,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61971201&format=geojson,,,,,reviewed,0,0,uw,61971201,",uw61971201,",",uw,",",origin,phase-data,",10.0,0.01508,0.15,156.0,md,earthquake,"M -0.2 - 37 km NNE of Amboy, Washington"
4.6,Banda Sea,1699462075203,1699463203040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l9ng,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l9ng&format=geojson,,,,,reviewed,0,326,us,7000l9ng,",us7000l9ng,",",us,",",origin,phase-data,",35.0,1.541,0.88,54.0,mb,earthquake,M 4.6 - Banda Sea
4.7,Kuril Islands,1699461995839,1699464570040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l9ni,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l9ni&format=geojson,,,,,reviewed,0,340,us,7000l9ni,",us7000l9ni,",",us,",",origin,phase-data,",126.0,4.748,0.35,164.0,mb,earthquake,M 4.7 - Kuril Islands
1.6,"38 km W of Mentone, Texas",1699461653046,1699463836565,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023vxnd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023vxnd&format=geojson,,,,,automatic,0,39,tx,2023vxnd,",tx2023vxnd,",",tx,",",origin,phase-data,",8.0,0.0,0.1,110.0,mlv,earthquake,"M 1.6 - 38 km W of Mentone, Texas"
1.4,"80 km NW of Karluk, Alaska",1699461591539,1699571126760,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023ec9fonl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023ec9fonl&format=geojson,,,,,automatic,0,30,ak,023ec9fonl,",av92111641,ak023ec9fonl,",",av,ak,",",origin,phase-data,",,,1.09,,ml,earthquake,"M 1.4 - 80 km NW of Karluk, Alaska"
